target,best_params,r2,rmse,mae,model_path,parity_plot_path
N_sim,"{'regressor__regressor__alpha': 0.0001, 'regressor__regressor__hidden_layer_sizes': (128, 64), 'regressor__regressor__learning_rate_init': 0.003}",0.9995382909844235,10.19224600706394,7.318189010832339,C:\Users\hammammo\Desktop\Projet\environnement\Benchmark\evaluation\fidelite\ML_models\mlp_N_sim.joblib,C:\Users\hammammo\Desktop\Projet\environnement\Benchmark\evaluation\fidelite\ML_models\plots\parity_mlp_N_sim.png
S_sim,"{'regressor__regressor__alpha': 0.0001, 'regressor__regressor__hidden_layer_sizes': (128, 128), 'regressor__regressor__learning_rate_init': 0.003}",0.9994588475530821,10.57075513015854,7.058714428722413,C:\Users\hammammo\Desktop\Projet\environnement\Benchmark\evaluation\fidelite\ML_models\mlp_S_sim.joblib,C:\Users\hammammo\Desktop\Projet\environnement\Benchmark\evaluation\fidelite\ML_models\plots\parity_mlp_S_sim.png
