target,degree,r2,rmse,mae,model_path,parity_plot_path
N_sim,3,0.9949036895936155,33.86208193153564,23.144337726353164,C:\Users\hammammo\Desktop\Projet\environnement\Benchmark\evaluation\fidelite\ML_models\polyreg_N_sim_deg3.joblib,C:\Users\hammammo\Desktop\Projet\environnement\Benchmark\evaluation\fidelite\ML_models\plots\parity_polyreg_N_sim_deg3.png
S_sim,3,0.9878813808825632,50.023349402042896,35.46258839338121,C:\Users\hammammo\Desktop\Projet\environnement\Benchmark\evaluation\fidelite\ML_models\polyreg_S_sim_deg3.joblib,C:\Users\hammammo\Desktop\Projet\environnement\Benchmark\evaluation\fidelite\ML_models\plots\parity_polyreg_S_sim_deg3.png
